Store,forecast_mape,anomaly_rate,anomaly_count_90d,avg_sentiment,dominant_theme,health_score,tier,explanation
25,8.936942380651129,0.0405405405405405,3,0.3065753728151321,Stock Availability,72.3,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; negative feedback about stock availability suggests an issue worth investigating."
26,9.664818517898905,0.0,0,0.7510023713111877,Pricing,85.4,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
27,12.158521339173667,0.0135135135135135,1,0.200230860710144,Stock Availability,70.2,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently; negative feedback about stock availability suggests an issue worth investigating."
28,7.428440198857237,0.0,0,0.1930116713047027,Stock Availability,76.4,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
29,10.18334878399418,0.0135135135135135,1,0.000289777914683,Stock Availability,68.2,Monitor,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently; negative feedback about stock availability suggests an issue worth investigating."
30,10.77928018750648,0.0,0,0.9931671222050984,Pricing,89.1,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about pricing."
31,6.4694140064327295,0.0,0,0.9856641441583632,Pricing,93.2,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
32,9.373421009150032,0.0135135135135135,1,0.7399450391530991,Pricing,83.8,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
33,8.633242843908121,0.0,0,0.55644491314888,Stock Availability,82.5,Performing Well,Forecasts are reliable.
34,7.369590552447722,0.0,0,0.0458352327346801,Pricing,73.5,Performing Well,"Forecasts are reliable, but negative feedback about pricing suggests an issue worth investigating."
35,10.203670135138504,0.0405405405405405,3,0.999609187245369,Pricing,84.9,Performing Well,"Forecasts are moderately reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
36,7.429685545404934,0.0,0,0.7476042747497559,Stock Availability,87.5,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
37,8.295230905570056,0.0,0,0.2538308203220367,Staff,76.8,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
38,7.559957399500542,0.0,0,0.5566673576831818,Stock Availability,83.6,Performing Well,Forecasts are reliable.
39,7.888172298024977,0.2432432432432432,18,0.0004878282546997,Cleanliness,42.9,Monitor,"Forecasts are reliable, but 18 anomalous sales days in the last quarter; negative feedback about cleanliness suggests an issue worth investigating."
40,11.85461786078558,0.0,0,0.4997525811195373,Staff,78.1,Performing Well,Forecasts are moderately reliable.
41,10.635647119024144,0.0,0,0.9997281630833944,Cleanliness,89.4,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about cleanliness."
42,8.849905014171672,0.027027027027027,2,0.0006518959999084,Cleanliness,67.9,Monitor,"Forecasts are reliable, but 2 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
43,7.892224135575347,0.0,0,0.4394408762454986,Staff,80.9,Performing Well,Forecasts are reliable.
44,7.5635715989444865,0.0133333333333333,1,0.9871142307917276,Cleanliness,90.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
45,7.808337995255717,0.0135135135135135,1,0.5567119866609573,Cleanliness,81.7,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
46,11.903719686648904,0.0,0,0.3281381924947102,Staff,74.7,Performing Well,"Forecasts are moderately reliable, but negative feedback about staff suggests an issue worth investigating."
47,9.371231134493089,0.0533333333333333,4,0.3997138500213623,Pricing,72.2,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter; negative feedback about pricing suggests an issue worth investigating."
48,7.881117366358409,0.0266666666666666,2,0.5568686574697495,Stock Availability,80.1,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
49,5.305198674767837,0.054054054054054,4,0.8373867034912109,Pricing,85.0,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
50,9.214529302291044,0.0,0,0.9386227428913116,Cleanliness,89.6,Performing Well,"Forecasts are reliable, but reviews are positive, largely about cleanliness."
51,8.844754030483946,0.0,0,0.596050763130188,Pricing,83.1,Performing Well,Forecasts are reliable.
52,7.775573358839035,0.0,0,0.3334644039471944,Cleanliness,78.9,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
53,7.889902434771598,0.0133333333333333,1,0.9945698827505112,Pricing,90.4,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
54,6.676653931353801,0.0266666666666666,2,0.4453847050666809,Pricing,79.0,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
55,10.50620011458862,0.0133333333333333,1,0.739739328622818,Pricing,82.7,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
56,8.444561008257041,0.0,0,0.9862420558929444,Pricing,91.3,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
57,8.730444983290766,0.0,0,0.4000375151634216,Pricing,79.3,Performing Well,Forecasts are reliable.
58,13.650008530280752,0.0,0,0.40285165309906,Staff,74.4,Performing Well,Forecasts are moderately reliable.
59,11.602708180594332,0.0666666666666666,5,0.4452019095420837,Staff,69.3,Monitor,"Forecasts are moderately reliable, but 5 anomalous sales days in the last quarter."
60,10.34584004654184,0.0,0,0.6668824950853983,Stock Availability,83.0,Performing Well,Forecasts are moderately reliable.
61,11.952113926666405,0.0405405405405405,3,0.3028471916913986,Stock Availability,69.2,Monitor,"Forecasts are moderately reliable, but 3 anomalous sales days in the last quarter; negative feedback about stock availability suggests an issue worth investigating."
62,7.496357388256988,0.0405405405405405,3,0.5003305077552795,Pricing,77.6,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter."
63,8.92111149677061,0.04,3,0.7449827641248703,Pricing,81.2,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
64,5.910870308500546,0.0,0,0.2501664012670517,Stock Availability,79.1,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
65,6.861305374195258,0.0,0,0.7487787902355194,Staff,88.1,Performing Well,"Forecasts are reliable, but reviews are positive, largely about staff."
66,7.073947517487619,0.027027027027027,2,0.749787375330925,Cleanliness,84.7,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
67,8.448112723002556,0.0135135135135135,1,0.2501931637525558,Stock Availability,74.9,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about stock availability suggests an issue worth investigating."
68,11.857191303663631,0.0266666666666666,2,0.5000376403331757,Cleanliness,74.9,Performing Well,"Forecasts are moderately reliable, but 2 anomalous sales day(s) recently."
69,8.511933704318016,0.0675675675675675,5,0.6666542490323385,Cleanliness,76.7,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter."
70,7.886134902022768,0.0,0,0.7452275454998016,Cleanliness,87.0,Performing Well,"Forecasts are reliable, but reviews are positive, largely about cleanliness."
71,5.4608083907356,0.0,0,0.9882516860961914,Cleanliness,94.3,Performing Well,"Forecasts are reliable, but reviews are positive, largely about cleanliness."
72,11.082647157277073,0.0,0,0.5527191609144211,Stock Availability,80.0,Performing Well,Forecasts are moderately reliable.
73,7.0874376390457225,0.08,6,0.4090202252070109,Stock Availability,71.5,Performing Well,"Forecasts are reliable, but 6 anomalous sales days in the last quarter."
74,9.050546637231902,0.0,0,0.0036449432373046,Staff,71.0,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
75,9.463889034678711,0.0,0,0.3251716097195943,Cleanliness,77.0,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
76,11.888041261843306,0.0,0,0.8064992874860764,Cleanliness,84.2,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about cleanliness."
77,7.13029756416774,0.0,0,0.4955634176731109,Stock Availability,82.8,Performing Well,Forecasts are reliable.
78,10.031851093220952,0.0133333333333333,1,0.7497247904539108,Stock Availability,83.4,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about stock availability."
79,7.678380195646948,0.0,0,0.3338833649953206,Stock Availability,79.0,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
80,8.487632457623953,0.054054054054054,4,0.5001072436571121,Pricing,75.0,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter."
81,7.520022996699735,0.0,0,0.8373545209566752,Stock Availability,89.2,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
82,8.755208260020046,0.027027027027027,2,0.7417033712069193,Pricing,82.8,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about pricing."
83,8.077490917805394,0.0,0,0.2503615021705627,Pricing,76.9,Performing Well,"Forecasts are reliable, but negative feedback about pricing suggests an issue worth investigating."
84,6.872090828822289,0.0,0,0.799630343914032,Cleanliness,89.1,Performing Well,"Forecasts are reliable, but reviews are positive, largely about cleanliness."
85,10.349467485192047,0.3888888888888889,35,0.2406001985073089,Staff,44.5,Monitor,"Forecasts are moderately reliable, but 35 anomalous sales days in the last quarter; negative feedback about staff suggests an issue worth investigating."
86,10.670115679744868,0.0,0,0.7838284134864807,Pricing,85.0,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about pricing."
87,9.541819369263896,0.0,0,0.1517271637916565,Cleanliness,73.5,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
88,7.682458905214435,0.0666666666666666,5,0.2501664012670517,Cleanliness,69.3,Monitor,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; negative feedback about cleanliness suggests an issue worth investigating."
89,7.970218936380784,0.0,0,0.8373545209566752,Stock Availability,88.8,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
90,10.014845401481464,0.0,0,0.0010196765263875,Staff,70.0,Monitor,"Forecasts are moderately reliable, but negative feedback about staff suggests an issue worth investigating."
91,8.898144949378903,0.0,0,0.6481202443440756,Pricing,84.1,Performing Well,Forecasts are reliable.
92,9.541471894657162,0.0135135135135135,1,0.9996182521184286,Staff,88.8,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about staff."
93,7.661082759614033,0.0675675675675675,5,0.6027002334594727,Staff,76.3,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter."
94,6.530358684317814,0.027027027027027,2,0.3335070808728536,Staff,76.9,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; negative feedback about staff suggests an issue worth investigating."
95,5.946882708043084,0.0,0,0.7997068285942077,Pricing,90.0,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
96,10.94513352318892,0.0533333333333333,4,0.9924413919448852,Cleanliness,82.5,Performing Well,"Forecasts are moderately reliable, but 4 anomalous sales days in the last quarter; reviews are positive, largely about cleanliness."
97,7.277756398382131,0.0266666666666666,2,0.4061429381370544,Staff,77.6,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
98,8.478273060428556,0.0,0,0.5000206381082535,Cleanliness,81.5,Performing Well,Forecasts are reliable.
99,8.926482059559259,0.0,0,0.590294082959493,Staff,82.9,Performing Well,Forecasts are reliable.
100,8.058710679659873,0.0,0,0.6029710173606873,Staff,84.0,Performing Well,Forecasts are reliable.
101,8.795217977024961,0.0,0,0.4031521081924438,Staff,79.3,Performing Well,Forecasts are reliable.
102,12.386844061714369,0.0,0,0.3335694273312886,Cleanliness,74.3,Performing Well,"Forecasts are moderately reliable, but negative feedback about cleanliness suggests an issue worth investigating."
103,10.119673950081497,0.0,0,0.5993240237236023,Staff,81.9,Performing Well,Forecasts are moderately reliable.
104,8.382174422913405,0.0,0,0.660209596157074,Stock Availability,84.8,Performing Well,Forecasts are reliable.
105,8.358679198005333,0.027027027027027,2,0.645285964012146,Staff,81.3,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
106,9.356318380396836,0.0133333333333333,1,0.5962403655052185,Cleanliness,81.0,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
107,7.909895808929226,0.0133333333333333,1,0.5999145865440368,Staff,82.5,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
108,7.391159395357703,0.0,0,0.6662633220354716,Stock Availability,85.9,Performing Well,Forecasts are reliable.
109,9.346618836078214,0.0,0,0.2501022517681122,Cleanliness,75.7,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
110,11.537955904837093,0.0133333333333333,1,0.99477156996727,Staff,86.8,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about staff."
111,6.447033410547268,0.0,0,0.3433826764424642,Staff,80.4,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
112,11.697139534497456,0.0266666666666666,2,0.5999361038208008,Staff,77.1,Performing Well,"Forecasts are moderately reliable, but 2 anomalous sales day(s) recently."
113,10.721295131023064,0.0,0,0.7452069669961929,Stock Availability,84.2,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about stock availability."
114,10.408705103797551,0.0,0,0.6452671885490417,Cleanliness,82.5,Performing Well,Forecasts are moderately reliable.
115,8.747125976429723,0.0,0,0.600042712688446,Pricing,83.3,Performing Well,Forecasts are reliable.
116,5.83919065413486,0.0133333333333333,1,0.3338859279950459,Staff,79.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about staff suggests an issue worth investigating."
117,7.257713642866497,0.081081081081081,6,0.5855280955632528,Stock Availability,74.7,Performing Well,"Forecasts are reliable, but 6 anomalous sales days in the last quarter."
118,8.536922321690795,0.0,0,0.6667242050170898,Cleanliness,84.8,Performing Well,Forecasts are reliable.
119,7.135629085160283,0.0133333333333333,1,0.6543494462966919,Cleanliness,84.4,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
120,9.464310968273654,0.0135135135135135,1,0.6662512818972269,Pricing,82.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
121,9.338762058806712,0.04,3,0.5997608780860901,Staff,77.9,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter."
122,13.771941113335224,0.5222222222222223,47,0.7996125221252441,Pricing,52.2,Monitor,"Forecasts are moderately reliable, but 47 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
123,7.579852819514069,0.0,0,0.9928249835968016,Stock Availability,92.3,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
124,13.521719607002764,0.5675675675675675,42,0.3275096416473388,Cleanliness,43.0,Monitor,"Forecasts are moderately reliable, but 42 anomalous sales days in the last quarter; negative feedback about cleanliness suggests an issue worth investigating."
125,8.03097130086118,0.0666666666666666,5,0.6613020300865173,Stock Availability,77.2,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter."
126,9.756515243887224,0.0,0,0.4028869032859802,Staff,78.3,Performing Well,Forecasts are reliable.
127,14.338377076104711,0.0,0,0.3924157619476318,Pricing,73.5,Performing Well,"Forecasts are moderately reliable, but negative feedback about pricing suggests an issue worth investigating."
128,6.883976362043312,0.0,0,0.4002514719963074,Cleanliness,81.1,Performing Well,Forecasts are reliable.
129,8.25492336507763,0.0,0,0.6661668022473654,Pricing,85.1,Performing Well,Forecasts are reliable.
130,11.379283801763844,0.0675675675675675,5,0.5003434717655182,Cleanliness,70.5,Performing Well,"Forecasts are moderately reliable, but 5 anomalous sales days in the last quarter."
131,10.662048650571885,0.0,0,0.3333001931508382,Pricing,76.0,Performing Well,"Forecasts are moderately reliable, but negative feedback about pricing suggests an issue worth investigating."
132,6.753642265000617,0.0,0,0.6534907619158427,Pricing,86.3,Performing Well,Forecasts are reliable.
133,8.087691935312614,0.0,0,0.6666934490203857,Cleanliness,85.2,Performing Well,Forecasts are reliable.
134,8.649327513757118,0.0666666666666666,5,0.3335765401522318,Pricing,70.0,Monitor,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; negative feedback about pricing suggests an issue worth investigating."
135,8.437477144384822,0.0135135135135135,1,0.5032819658517838,Staff,80.0,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
136,7.985064694012964,0.0,0,0.397172737121582,Cleanliness,80.0,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
137,11.059807167225832,0.0,0,0.2404994815587997,Pricing,73.8,Performing Well,"Forecasts are moderately reliable, but negative feedback about pricing suggests an issue worth investigating."
138,7.412184796124024,0.0133333333333333,1,0.7507639288902282,Stock Availability,86.0,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about stock availability."
139,11.39391646154741,0.0,0,0.9933483203252156,Staff,88.5,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about staff."
140,8.092801204581447,0.0,0,0.602735698223114,Staff,84.0,Performing Well,Forecasts are reliable.
141,8.57540122555769,0.0,0,0.151391327381134,Stock Availability,74.5,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
142,7.929123713429428,0.027027027027027,2,0.7420356273651123,Pricing,83.7,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about pricing."
143,6.378621666334808,0.0,0,0.0036100268363952,Pricing,73.7,Performing Well,"Forecasts are reliable, but negative feedback about pricing suggests an issue worth investigating."
144,8.105274747691023,0.0266666666666666,2,0.9996698498725892,Cleanliness,88.7,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
145,7.563170339614018,0.0,0,0.5520403981208801,Cleanliness,83.5,Performing Well,Forecasts are reliable.
146,7.012293337518867,0.0,0,0.600012993812561,Staff,85.0,Performing Well,Forecasts are reliable.
147,7.799057897240572,0.0135135135135135,1,0.4998654574155807,Cleanliness,80.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
148,5.847697212499418,0.0133333333333333,1,0.5998578548431397,Cleanliness,84.5,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
149,13.658362025208492,0.0,0,0.4032289862632751,Pricing,74.4,Performing Well,Forecasts are moderately reliable.
150,6.83954783439474,0.0,0,0.9880414724349976,Staff,92.9,Performing Well,"Forecasts are reliable, but reviews are positive, largely about staff."
151,8.11772491940628,0.0,0,0.8060613423585892,Pricing,88.0,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
152,5.401120706964276,0.0135135135135135,1,0.0006518602371215,Cleanliness,73.0,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
153,8.551190860815518,0.0135135135135135,1,0.6905877232551575,Stock Availability,83.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
154,7.255165362739595,0.0,0,0.3105069547891617,Cleanliness,79.0,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
155,13.881385192244982,0.0,0,0.3336152036984761,Cleanliness,72.8,Performing Well,"Forecasts are moderately reliable, but negative feedback about cleanliness suggests an issue worth investigating."
156,7.809278720211737,0.0666666666666666,5,0.3924973011016845,Pricing,72.0,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; negative feedback about pricing suggests an issue worth investigating."
157,6.473876607542412,0.0135135135135135,1,0.7878411293029786,Pricing,87.7,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
158,7.5050380041870355,0.0135135135135135,1,0.3205288648605346,Pricing,77.3,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about pricing suggests an issue worth investigating."
159,5.271683958465856,0.0,0,0.644885802268982,Stock Availability,87.6,Performing Well,Forecasts are reliable.
160,7.076954618047621,0.0,0,0.9931419293085734,Stock Availability,92.8,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
161,7.426583496083882,0.0,0,0.0757752855618794,Stock Availability,74.1,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
162,6.747119840057689,0.0,0,0.653087298075358,Pricing,86.3,Performing Well,Forecasts are reliable.
163,9.377018109908716,0.0,0,0.7495759874582291,Pricing,85.6,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
164,9.053882557115228,0.0,0,0.4374340772628784,Pricing,79.7,Performing Well,Forecasts are reliable.
165,11.33403051190419,0.0,0,0.6532936493555704,Pricing,81.7,Performing Well,Forecasts are moderately reliable.
166,9.637914463462774,0.0,0,0.9908043444156648,Pricing,90.2,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
167,6.656572688757152,0.0,0,0.5510485529899597,Pricing,84.4,Performing Well,Forecasts are reliable.
168,7.223723441957055,0.0135135135135135,1,0.4463253319263458,Staff,80.1,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
169,7.717255065247122,0.0,0,0.4454884767532349,Cleanliness,81.2,Performing Well,Forecasts are reliable.
170,10.436435270871344,0.0,0,0.6666987538337708,Cleanliness,82.9,Performing Well,Forecasts are moderately reliable.
171,7.602029768117094,0.027027027027027,2,0.7442215323448181,Stock Availability,84.0,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about stock availability."
172,7.537865086526879,0.0,0,0.3993390917778015,Cleanliness,80.4,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
173,8.800326630536484,0.0,0,0.0003384947776794,Cleanliness,71.2,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
174,9.693407792727884,0.0,0,0.5841037432352701,Cleanliness,82.0,Performing Well,Forecasts are reliable.
175,8.559926887288363,0.0,0,0.9997588843107224,Staff,91.4,Performing Well,"Forecasts are reliable, but reviews are positive, largely about staff."
176,10.216760044992595,0.0405405405405405,3,0.918196737766266,Staff,83.3,Performing Well,"Forecasts are moderately reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about staff."
177,11.238583470927692,0.0666666666666666,5,0.4963165521621704,Stock Availability,70.7,Performing Well,"Forecasts are moderately reliable, but 5 anomalous sales days in the last quarter."
178,7.635266327878977,0.0133333333333333,1,0.7924042224884034,Cleanliness,86.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
179,11.108468458912231,0.0,0,0.4960783720016479,Stock Availability,78.8,Performing Well,Forecasts are moderately reliable.
180,8.425444613996124,0.0266666666666666,2,0.7496016919612885,Stock Availability,83.4,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about stock availability."
181,8.06752320009258,0.0,0,0.552744522690773,Staff,83.0,Performing Well,Forecasts are reliable.
182,7.070508470969518,0.0,0,0.4000603914260864,Cleanliness,80.9,Performing Well,Forecasts are reliable.
183,15.089052203795406,0.3387096774193548,21,0.6660123666127523,Pricing,48.2,Monitor,"Forecasts are moderately reliable, but 21 anomalous sales days in the last quarter."
184,7.801275765126527,0.0135135135135135,1,0.8449419379234314,Cleanliness,87.5,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
185,9.212153240186792,0.0133333333333333,1,0.5567249208688736,Staff,80.3,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
186,8.702080445021625,0.0,0,0.9940978288650512,Stock Availability,91.2,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
187,8.775408319001118,0.0133333333333333,1,0.6058149337768555,Staff,81.7,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
188,10.669188228979166,0.0135135135135135,1,0.2419941186904907,Cleanliness,72.5,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
